airline_sentiment,text
neutral,teyana taylor performing medusafridays free themenofbusiness
negative,heard apology times mins hold flying another airport different time delayed
negative,tx info dont understand couldnt accurately estimate departure time earlier weather ny fine
positive,thank left ipad plane filled lost found form yall found shipped back thank flysw
positive,thx customer service rep alex patient help reflight booking problems cancelled flighted flight getting us tmrw
neutral,know suicide second leading cause death among teens
negative,instructions say call im said
positive,got thanks quick reply
negative,youre using automated responses dont decency actually carerespond
negative,exchangecredit policies worthless shadier white house dissatisfied nines right
negative,sis month old nephew last nights flight mega delayed evenings starting delays
negative,tell flight clt srq wait
negative,ok pretty sure wait see happens
negative,one agents available speak
neutral,way amp best friend could get tickets destinationdragons mean everything world us
neutral,new marketing song let us know think
negative,worst experience ever guys…see blog tomorrow experience maybe help make better
negative,yeah thats done define incidentals much spend gear trip waste
negative,cancelled flightled none passengers notified complete violation travelers rights
negative,trying get representative hours aboout cancelled flightled flight simply given
negative,pointless tweet least asked follow try resolve
neutral,im ready mayweatherpacquiao vegas may
negative,start ive already wasted hrs phone wait time already
neutral,followed awaiting dm
negative,bought ticket yesterday received confirmation tried check said hadnt paid called
negative,going homeless place stay tonight respond go back sleep
neutral,okay signed
neutral,thanks question wait time baggage
positive,also appreciated hashtag lucycat
negative,yes calling regards speaking someone even unfortunately bounced around
negative,hi bag id update explain occurred arrived hours flight
negative,miss saying goodbye friend cause crappy service swear never hear end itamericanairlines
negative,dont understand cant get missing miles flight dividend miles account… help
neutral,temporary site glitch longer offering flights grr geg feb cant find online
positive,easiest airline deal loveeee much
negative,sorry answer claims aa accordingly without using weather
neutral,dc summer help local youth get ready return school math refresher courses flyitforward
positive,love graphic
positive,thanks answering questions
negative,jetway felt disrespectful never treated way particularly trying good
negative,flight resume dons see open schedule
positive,awesome thanks
positive,crew keeping safety top mind clt
positive,worries time flew terminal taking thanks
positive,well guys totally kicking million pounds ass bar none best sm team airline industry opinion
neutral,get stand list ase ord im poor person aspen thats im asking standby twitter
positive,thanks getting us ur plane awesome flight attendant making us smile difficult travel customerservice
negative,logan airport waiting checkin flight checkin desk open
negative,times hung one finally sent call back notification fixyourstuff
negative,waited airport two days get home weather relate flightd dealt horrible customer service finally switched
negative,read full story submit case team pilot flight sleeping dia
negative,help customers couldnt meet subsequently lost
negative,yes course left airport kept looking claim still open
neutral,could check swu typo last post space mxpjfk feb thanks
neutral,need follow dm give info
negative,someone needs dm resolve correctly extremely disappointed service received terrible management
negative,could give free flights life id still choose purchase tickets competitor
negative,flight lga cancelled flighted stuck dallas called reschedule told could get flight
negative,im cancelled flighting mileageplus card never business clearly dont care customers
negative,trip cut hrs short due flight changemassive layovers peanuts crackers asked received
neutral,flight number
neutral,hi premium ec upgrade paid amp mileage bf upgrade done prem eco upgrade fare refunded
negative,phone hour waiting customer service got wrong fight information cost us hours trip frustrating
neutral,digging swanky pink mood lighting flight nyc sfo needs cabaret singer think
positive,thank finally made destination
neutral,unfortunately dont even phone died chance grab oma san
neutral,please work contract offer service
negative,saddens first tweet ever complaint customer service
negative,soon call customer service speak representative disconnected
negative,probably losing family world travelers customers due broken processes hope fix
positive,best
neutral,ok hope thy bahamas next
neutral,dm conf receive
negative,actual worst zero respect passengers im officially done flying
positive,kax premium hoping flight better food tv know work service tnx
negative,stop cutting pasting apologies get additional phone reps jobs
neutral,flight number denver las vegas sunday feb cancelled flighted
positive,thnx
negative,aa going fix utterly embarrassing customer service wont even answer dang phone
positive,looking forward flying swa friday luv airline dtw mdw tus
negative,agent help point theres problem amp dont want mess somebody elses plans flow tech team pls
negative,wont answer phones horribleservice neveragain frustrated answerthephone
negative,app says flight zrh departed late flight hours late flightr still seating inside plane iad failed
negative,isnt ticket numberthe transaction still pending
negative,rubbish social media air two hours late flight thats better cancelled flightled
negative,ohi already turned itover apparently losing someones bag honeymoon doesnt require accountability
neutral,submitted status match last week heard back im delta customer looking switch united please assist
negative,buying early bird pointless moved diff flight bc first one delayed lost boarding position
negative,flight cancelled flighted im trying get chicago gonna flyingflighttravel
neutral,ive triedits anyway
negative,would like baggage damage number well another great thing trained staff whats number please claim time
negative,little help two gate agents trying rebook flight
negative,spending afternoon mia fault lounge inconvenient
negative,sign boarding please get another update
positive,pleasure next aa flight wednesday milan italy see
negative,fjbfsc need receipt showing charge amex keep getting sent
negative,told us drive back drop could attempt fix really dont time terrible
positive,understanding helped thx comps
negative,stressful morning still pay check bag lax madhouse lot angry customers yikes
negative,soon realized try figure stealing peoples bags security cameras anything
positive,thanks great flight la boston pilots great job landing snow go back la seriously
neutral,captain apologize delay company looking open gate glance starboard side see open gates
negative,hrs wout bags returned us flight cancelled flightled maybe put couple people
positive,southwest airline way go
negative,hold reservation line embarrassing aa platinum member
positive,don’t use passbook still love though i’ll use email future
negative,big surprise nogate waiting plane fucken issues everything fly fail worstairlineever
negative,cancelled flighted last flight shv tonight amp flights tomorrow feb shv multiple flight shv
positive,thank loyalmosaicmember
negative,thanks ground crews surprised flights arrive beingsuckontarmacsucks
neutral,know plane coming im sw flight rsw mke
neutral,please help us get home tomorrow
positive,yes please
negative,great sitting hour first technical problems
positive,awesome thx
neutral,would go dallas see grand baby miss much feel like piece heart
negative,make reservation well make excuses usairwaysfail
negative,thank reply complicated dm really would like talk cust rep going
neutral,selfie extreme
negative,hold minutes trying rebook cancelled flightled flight really
negative,flying jax den paid wifi barely functional couldnt work wanted never
negative,smiling
negative,ric ord amp den delayed nonweather issues way go youre batting hotels
negative,oma miles destination spotty customer service get staff stressors come business
neutral,come abc one network channels dont
negative,minutes since landing flight miami luggage whats delay
neutral,anticipate cancelled flightlations flights nashville tomorrow thank
negative,happened airlines theyve given flight vouchers transparent problems
negative,hold two hours pick phoneeeee
negative,cant sapphire members reach anyone phone
negative,vacations get cancelled flightled hold ⤵for minutes still havent talked anyone failure
neutral,news departure flight
negative,flight delayed till tomorrow curse weather
neutral,check believe given credit automatically
positive,adore looking forward flight austin two weeks
positive,okay thank help
negative,pretty ridiculous phx sky harbor employees working check sunday afternoon min amp counting
neutral,dm amp add upgrade list flt tonight
negative,wife month old might miss flight next direct pm mother law hold customer support
negative,put sour taste customer’s vacation joke watching “we care thanks choosing us” videos
negative,submitted refund request flight days ago need
negative,yes filed report atlanta bags charlotte nc hours late flightr still cant find luggage
negative,whats going lgafllpoor communication gate agents
neutral,lets say idontwannalivewithoutyourlove itwasminttobe bestinclasssocial thankyou travel business
positive,thanks helping class act way see air
neutral,get person
negative,suck even know meaning contingency plan
negative,youre going make wait long phone line help thats part problem
neutral,saw american old colours saturday surprised see
neutral,im searching flights redeem miles getting different search results user accounts reason
negative,already booked flight cant use amp cant change wo fee flight booking problems different type
neutral,airport figure someone tell flight san juan san diego
negative,still need stay hold
negative,dont hope nicer flight time try things right sold tickets connetion
negative,unable locate baggage frustrating sons clothes needs zfv yyz usairways baggagelost
negative,sitting minutes runway dca gates full early landing late flight flight
negative,pay cab back airport show baggage dept wet shirts suit viable option time happened
negative,flight delayed rerouted much sorry inconvenience checkin agent notimpressed
negative,cant seem find pilots flight never seen anything like drunkpilots
negative,flight cancelled flightled bdl stranded waiting almost customer service shout diligent agents
neutral,left sons duke hat flight last night says mason back way locating thanks advance
positive,yes nearly every time fly vx “ear worm” won’t go away
negative,hold hours please help
positive,thanks lea chicago office help switching cancelled flighted flights
positive,ok thanks great night aa team
negative,honestly quickly possible ive hold sine everyone answers send someone else
neutral,time cancelled flightled
positive,netneutrality nice see prioritize internet traffic streaming service web sites
positive,looks like bag rescued thanks
positive,unbelievable thank much destinationdragons
negative,keep trying call change reservation keep hanging
positive,classiq luv virgin america greetingz
negative,denied called got hung speaks manager second call
positive,done
negative,flight landed hours ago still havent gotten gate whats hold uppp imtired wannagohome
negative,follow order dmcome
negative,yes rno departure wconnection dfw lga lax jfk
negative,flight cancelled flightled yesterday amp hold cust service hours answer
negative,crazy havent spoken human yet better way
negative,missing points one account theyre spread four assuming create accounts
neutral,fleets fleek
neutral,still sitting nobody said anything whats
negative,youve put ba flight get access lounge ord hrs still go
negative,nah horrible dining options outside club luckily manuel admirals make bloody mary
negative,repeating policy basically repeating fuck customers ill shopping new airline asap
neutral,good evening ua assist issue via dm
negative,hours phonehung onall want different flight day open seat greatservice
neutral,check dm pls
negative,wasnt hour frustrated hang
negative,ha… rebooked hr layover amp robbing night family late flight fly time
negative,hold minutes counting month old change fee refund request funeral pathetic
negative,im rebooked flight tomorrow even though class seat orig lousy coach seat
negative,row flight today youre looking specifics run home depot need
negative,find way cancelled flight flight
negative,voucher swa expires extension would lot luv
negative,flight tomorrow idea weve rescheduled cant fix online talk agent yet one answers
negative,unscheduled aircraft change please better system place worth paid upgrade refund
positive,mad love nyc
neutral,hoping get earlier phone option assistance hotel
negative,response dm email yet customer service
neutral,known traveler transfer check aa elite get choice seats
negative,hello im overseas amp bag lost cant call customer service help
negative,case needed confirmation fleek dead amp gone rt fleets fleek
negative,always brag ur service disappointed today apparently ill sleeping floor dallas airport tonight
negative,concerned fly plane needs delayed due tech stop
negative,helpful
negative,didnt give answer flight delayed long compensate missing flights lima cuzco
negative,gate ready gate agent going hour two
positive,mco thanks
neutral,additional charge golf bag clubs shoes golf balls thats piece luggage check
positive,fantastic support twitter team appreciate thanks
neutral,bereavement discount airfare grandfather passed need attend funeral week
positive,thank yall amazing airline knows treat customers guys rock
neutral,got email confirmation wifi purchase recent flight trouble ive never flown ever concerned scam
neutral,start flights columbus oh boston avgeek
negative,first call got dropped waited mins second ran time try late flightr way online
neutral,yes
negative,cancelled flightled flight aircrft maintenance im delayed hours whats refund options
negative,weekend dealing company would say otherwise
negative,choice pay another go airport hopes treated better rep
neutral,book flight get reimbursed
neutral,hi friend question moment
negative,making miss thebachelor right wah
neutral,cancelled flight tonights pm dfw bos weather
negative,glad wanted help didnt agent call rant shitty service every day
negative,tell youre least going cover room get
positive,kudos well deserved wish rest experience today measured example
negative,waiting flight fl marathon tmrw charity bumped us late flightr flight amp cancelled flightled fix
negative,thanks hire car chicago drive mke mean go airport
negative,lady one phone says tel aviv tel aviv united says newark one knows nothing
neutral,yes nonstop memphis tomorrow morning snow coming got fingers crossed go
positive,props las employees working gate opposed flying las future
negative,weve ton problems getting bags given run around day whats
positive,thanks heartlanta
negative,oh sure planned occurs absolutely consistently usually yyj flight thats cancelled flightled daily
negative,dont worry ill sending letter expect compensation fly twice week wyou guysfor
negative,hey left computer bag wcomputer inside united filed online report response
positive,good next flight little delayed worked
negative,case id requested days ill get response bs
positive,safety video loved first cross country flight livewelltraveled sytycd
negative,kn allowing bypass receipt refund request form never received receipt email charged
negative,nuts said flight ground still albany wont plane someone compensating
negative,please post wait timehave hold two hours
negative,interesting flying cancelled flight next four flights plannedneverflyvirginforbusiness
negative,wont even refund flight cancelled flightled horriblecustomerservice
negative,ill sincerely regret dividend miles good things coming end
negative,possible way contact fraud department mailing physical letter telephone email really
negative,thanks including us tour pack winter coat”unfortunately yes ❄️⛄️ werenotincalianymore
neutral,sell open tickets sick relative may travel moments notice sad true
neutral,congratulations
negative,hire customer service agents hour half long hold
neutral,year van gogh fans visit europe
negative,still hold chg award travel sorrynotsorry
positive,received birthday card amazing made smile joy nice videos thanks
negative,tried flight options per weblink non available next days frustrating notgoodenough poorservice
negative,jp dm message cant get dm
negative,case delayed due mechanical issues update departure time cancelled flight goddamn flight go delta
negative,seriously flight cancelled flighted auto rebooked tuesday hold nothing renting car want refund
negative,exactly states secure document nexus card state passport must always also presented read
negative,really enjoying sunday holdover hour perhaps better client experience needed
negative,weve waiting gate hrs waiting stow luggage
negative,waited min bags min flight nomorecheckedbags
negative,give leg room people row fill bin pls start charging
negative,im glad solve prob experience remains fly united
negative,wait hrs cs call back re flt cxldprotection amp hang minute answer ring
negative,problem flights ny today
negative,need request refund flight cancelled flightled morning due weather
negative,worst customer service experience ever minutes get jetway plane ewr tonight flight disappointed
negative,ok try todaygiving minute hold time terrible
negative,hoping answer phone today
negative,trying book another flight apply credits another flight cant find
positive,brandi zabsonre denver deserves raise bringing delight terrible travel situation big ups
negative,went front restroom plane sink sign said water use hand sanitizer first time ive ever seen gross
negative,unitedairlines pm ord abq cant even take walk without missing change
negative,thanks showing greenville sc
negative,faster way get columbia sc making stay clt night delayed flight
negative,taken care dropped call total half hour wait love jetblue
positive,appreciate tweet back unexpected
negative,need agents check
negative,actually landed bwi minutes ago stranded friends help failed big time one
neutral,need imagine dragons like need air please hoom vegas show ͡° ͜ʖ ͡°
positive,fantastic thats best flight service ive ever
negative,also inappropriate lie passengers induce accepting voucher telling availability late flightr
negative,undermines intelligence customers ignoring complaints copy paste canned responses usairwaysfail
negative,finally got someone phone worries
negative,get baggages la rdu
neutral,guy try right
negative,done process initiated saturday morning cant get info website issues amp inadequate phone coverage get update
negative,bish
negative,get refund also apology deplorable service
negative,hold hour expect customer service disappointed
negative,say safety highest priority doesnt extend property totally nuts
neutral,yup feet selfie
negative,flight aa delayed providenciales missing connection aa miami sea call
neutral,subscribe please
negative,help flight dallas cancelled flightled morning cle hold hours need booked next flight
negative,way help find flight las stuck dia sat plane hrs waiting hour update
negative,joined silver preferred heard customer service great pity misguided
negative,nope regular line multix faster literally direct wheelchairs strollers line ems
positive,thanks betty working gate ilm lovely gate agents clt helping get home phx tonight instead tomorrow
negative,curious youd board flight without pilot seems crucial flight process
neutral,spare tickets vegas would forever grateful destinationdragons
negative,yes taking two days get bag delivered missed full day skiing
positive,well plane arrived pretty much time degrees ground texas much complain
negative,incentive give another chance
negative,best agent could put flight arriving tomorrow afternoon six hour layover
negative,last week bought plane ticket round trip fl amp fun look price today went nothappy
negative,funny paid check bag flight begging folks check bags free hour flight notcool
negative,united club team amp got seat late flightr still sure last min ual cancelled flightlation costs yet overbooked folks get
positive,lauren omg best airline ever
negative,going manchester uk im going miss wedding going rebook chosen cancelled flight flight
negative,minutes baggage claim sign luggage flight usairways incompetence overwhelming
positive,love told would issue refund couldnt get us way hurricane denied
negative,routing system goes grounds long haul flights think failover plan
positive,pleasantly surprised boarding flight time morning good job
negative,thanks united understand would actually like bag back done also wants money
negative,checked security wrong name given wrong boarding pass airlinesecurity
positive,thank compensating us lost bags fly unitedairlines
negative,lack customer service shined need step get lost baggage delta return
positive,thank
neutral,still havent able get thanks responding
neutral,possible add travel arranged employer upcoming travel retrieve reservation thats
positive,came thanks followup thats youre best
negative,extra luggage cost
neutral,im tmrw cun dfw final destn ord seeing freezing rain dfw morning change connection
negative,pretty terrible customer service sat hold min busy signal disconnected airlines suck
negative,yet receive assistance one agents securing new connection many miss work tomorrow
positive,thank finally gate
neutral,way help entry vegas event boyfriend amp fans since awesome
neutral,need get nassau sea meet greatgranny named turned flyingitforward
negative,bagits complete lack respect called hung daughters bag
neutral,provide guidance work resolve issue
negative,bags
negative,proof situation due company mistake
positive,thank good service safe flight way home
negative,definitely note whoever stole
neutral,us airways since back forth gatwick charlotte lhr bit sad nostalgic way
negative,frustrated loooooong wait time speak live person cannot get boarding pass flight tomorrow
negative,hey since fed wknd day pass admirals club meal coupon free coke blank stare
neutral,thanks getting back frequently weather advisories updated throughout day
positive,ok thank hope
neutral,know left something last flight literally run make connection retrieve please
negative,also told agents issues arent prob fine get compassion others dealing wthis
positive,course fun celebrating” thanks happy chinese new year
negative,im trying reach advantage department add number recent flight
neutral,next day
negative,us nope getting hours plane pilot announcements one water run planets smallest water bottles
positive,three cheers denver staff dont know get theyre keeping us smiling
negative,going inconsistent enforcing rules id prefer randomly take freq flyers obey
neutral,dmd childs birthdate full name
neutral,rules checked baggage carry ons slc sjo
negative,stingiest airline nobody model ptfo cheap bastards stingy
negative,cant change true blue points cant get phone
negative,day
negative,expect response customer relations
neutral,absolutely required flights going cancelled flighted
negative,thanks cancelled flighting flight today missing required training happy customer
negative,wouldnt let complete transaction one way barbados nyc
negative,next flight delayed well charlotte luck
positive,strives customer centric everything communications advertising customer journey etc anamarketers
negative,super frustrating folks united ticket counter pittsburg arent honoring media rate unitedfail
neutral,looking status flight schedule tomorrow morning thank
positive,got bags morning thanks
negative,potentially stressful situation reflight booking problems flight diffused helped make awesome
neutral,miss dont worry well together soon
negative,waiting figure unacceptable
neutral,thank response
positive,thanks much sharing added site
negative,thanks seat doesnt recline im shocked im asked serve everyone drinks plane dobetter
negative,else could possibly take place coffee hourhope pilot wasnt relying aircraft caffeine needcoffee
negative,hour counting hold
positive,together best part flying
negative,apologise frustrations amp disappointment terrible service blameshiftoverload
neutral,think flight bna lax get ground tomorrow please snowbama
negative,next arrived atlanta waited full hour luggage placed carousel one hour
negative,poor customer service unacceptable also bout surfer front website noloveforsurfers pretend
negative,planes toilet wasnt working needed gas flight leaving dulles going lax
neutral,start daily flights washington reagan ftlauderdale avgeek
neutral,whats ua lax newark
neutral,thank don’t understand feedback
negative,making sure flights arent delayed due poor maintenance would start
negative,flight cancelled flighted neptune could get destination notmyfault ripoff poorcustomerservice
negative,finally boarded looks like ill make final destination baggage wont baggagefail bagsflyfreebutnotwithme
positive,thank
negative,real person help customer service poor im mercy someone since flights disappearing
negative,paid economy plus put last boarding group gate check bags knows better
neutral,even years earthquakehaiti still needs helps rebuilding flyingitforward
neutral,fine fly haha come random hemophilia need extra assistance
neutral,fleets fleek
negative,define appreciate doubt worst major airline usa acts much feedback
negative,ual sucks
neutral,help
positive,thats great thank
negative,needed asap make todays flight
positive,would appreciate thank
negative,please fix reservations phone system weatherbackup could possibly bad days goodgriefpeople
neutral,reserve seat aa flight transfer ord evv
negative,crew notified passenger moved water fixed tarmac two hours
positive,great land jfk
negative,ok top things youve lost luggage could get worse unitedairlines
negative,thats option us help fix wouldve made change earlier given accurate info
negative,despite tailwind… still late flight
neutral,sorry equipment passengers allowed return plane
negative,thats good enough us affected awful organization timing set back
negative,friends stranded kphl representatives wont even give food vouchers…any help please
neutral,traveling rifle hunting trip pistol large rifle case wasnt clear freq asked questions
negative,guess werent able anything improve time looks even late flightr going zombie tomorrow
negative,fucking hate customer service ive hold morning trying figure cancelled flighted flight
neutral,jfk airport right
negative,passed frustrated hours ago asked get first plane sat hour
negative,automated one cares understand problem im
negative,thanks responsetough night involved flight got cancelled flightled started taxiing runway
negative,storm storm customer service joke hour wait time speak someone never fly airline
negative,get semantics means within extent period still technically dictionary
positive,delayed connection customer service today ill able pay final respects dear family member thank
negative,thanks calling redirected flight smoothoperation
negative,took away class seat love chairman preferred assigned row seat middle seat
negative,booked flight yesterday didnt receive email confirmation dividends number isnt registering please help
negative,lga nashville cancelled flightled phone center help fabulous staff gate young men handled crowd well
neutral,know reason flight dallas midland diverted lubbock suppose direct midland
negative,bummer might go card instead ty response though
negative,chance hell id rather walk worst airline ever
negative,longer change trips companion online years get message cant done online
negative,would even consider continuing point program received perks continued bad customer service senseless
neutral,rt fleets fleek
negative,items sentimental value im heartbroken missing
neutral,going giving travel agent rates hold iata card
negative,hold minutes
negative,new flierfriendly garbage cry get attendant find place medical supplies limited overhead
negative,ive line half hour trying see representative might even miss next flight unacceptable
positive,first time flying youve definitely won
negative,generic form tons fields asking info already expected premier platinum another servicefail
neutral,got rebooked tomorrow
negative,yeah try harder catering truck sight leave wo food wont eat anyway
negative,best talk agent reschedule cancelled flighted flight one answers aa know busy need helpthanks
negative,seriously treat passengers like shit
negative,happens confirmed flight seat available online checkin except even space upgrades
negative,plz bring agents dfw aa cstmr srvc ctr gates agents ppl
negative,consolation bags somewhere else real impediment going different vacation
negative,received email requesting call res keep getting kicked phone system help
neutral,deaffriendly getting read review
positive,haha thanks explanation
negative,always surprise awfulness airline guys suck worst
negative,tried ringing told try late flightr im supposed leaving hour
negative,costumer service representative lied ensured plane would leaving scheduled
neutral,thats weve told however would work youre going overseas bottom line passengers feel theres
positive,many trips coming see soon
negative,needs get home theyre telling itll night compensation anything done
positive,ok thank
negative,lot pissed hungry tired people stuck midway hours scheduled departure inexcusable
negative,newarkliberty airport need indicate different gates terminals aampc flyingainteasy
negative,serious thread maybe guys reread fail
negative,time rantyou delayed flight still forgot luggagethen delayed tarmac moments love united
negative,flight descending farce havent left ewr yet going get worse
negative,yeah lot questions number one dare
neutral,question friend flight got cancelled flightled book flight leaving chs philly germany
positive,ill make sure hes done thanks help huge race trying make sure goes smoothly peace
negative,im pulling hair trying book flight site doesnt work iphone ipaddont computer help
positive,totally would outside view even camera ready haha evenmorespace evenmoreview
neutral,need cancelled flight please check dm
negative,good luck ive waiting week
negative,thanks yes order rum coke get hotel voucher floor chairs arent cushy
negative,bwisjd service seasonal wasnt part extension called intl desk didnt know want fly sept sat
neutral,flight cancelled flightled
positive,flt crew orangecounty denver best weather delay pilots invited kids see cockpit luv
negative,hey im disappointed time traveling ive worst experience times flight delayed
positive,give guy raisegreat start flight az mke
negative,wondering website issues today trying book flight visa always use rejecting
negative,min ewr baggage claim stillnobags ridiculous
negative,tripitpro accurate delayed dept times late flightr hear curious
positive,go napkins pretty much say
negative,serious attitude fault running tad behind even knew name flight info assured
negative,arrived lax ord flight luggage
positive,thanks
negative,lost luggage birthday wish find luggage
neutral,increase charter service cuba travel agent
negative,filed pir agent indianapolis airport unable pull information online site dmed details
negative,told last time would never fly really messed today thanks flight worst airline ever
positive,big shoutout crews bosgtjfk amp jfkgtroc amp gate crews bos amp jfk long day delays made better
positive,thank quick customer service today refundprocedurenottoopainful know winter weather fault
neutral,fleets fleek
negative,hold four hours never got connected came airport rep essentially told everyone else screw
negative,thx note flight cancelled flightled today booked go another carrier
neutral,trying make connection punta cana leave phl
negative,husband first time flyer worst experience board aircraft minutes ago
negative,announce delay pvd knew captain already delayed flight coming frustrating
negative,terrible flights cancelled flighted ive hold past hours never
neutral,yes one answering im train
neutral,seen message today mcdonnell douglas dc model hear read goodnight
neutral,well im flying instead free credits actually work
negative,dm details still response book today
positive,youre welcome
negative,cancelled flight flight phl delta flew flight time time cancelled flighted reason
positive,houstonbogota boarding safety first seems mechanics fixed problem faster good energy fly homefamily
negative,sent letter said would talk stewardess serving drunks drinks help
positive,wow thats helpful
negative,rapid rewards program sold short lasttweetaboutthis still disappointed
positive,thank responding rather quickly btw
negative,change flight phone system keeps telling representatives busy
neutral,new marketing song let us know think
negative,seriously hate since cant accommodate due inclemental weather disruptions lol funny
neutral,mine husband cant dm reason
negative,fit
negative,flight treatment passengers atrocious hours delay deplane given direction
positive,awesome thanks
positive,thanks
neutral,thank ill cancelled flighting return flight ive already rebooked another airline get home today
negative,flight cost happens fly problems come us times
negative,officially customer support game wills hold whos loser oh yeah thats
negative,hold two hours finally hung able needed without customer service eventually
positive,thanks making new direct flight san francisco
negative,flight jfk pr got doors open frigid temperature icyflight
negative,horrendous pull shit together
positive,thanks
positive,thanks finally got afternoon
negative,offer real food american clubs like amazing food offer heathrow
neutral,creates institutional quality machine driven jetblue revenue predictive analytics forecasts using public big data
neutral,amp weight restrictions carry luggage find measurements weight restrictions tia
negative,delayed due customer service mean
neutral,yulord
negative,wifi shit fix jump closest bloody fucking emergency exit
negative,bag lost travel united please something
neutral,already emailed didnt know expedient contact please advise thanks
negative,thanks dm rescheduling unfortunately operations process lax chaos amp reps refused print ticket
negative,thanks taking good care luggage
negative,thanksseat made year old broken tv flightsyearmy last airline
negative,cant get us cincy luggage still go tonight stranded us dallas days wo clothes yousuck
negative,tell professors dont show classwrite midterm im stuck flights home
negative,worst customer experience houston intl airport ground support even members nightmare
negative,whos charge company wife missed connection ca sent luggage another flight
negative,busy
negative,seats phone iwas told getting error msg due paid class upgrd told check right
neutral,yes ios im running ios
negative,really needed back home yesterday work today plane sitting hour peeved
negative,dont care link showed wrong price site—its site amp responsibility ensure correctness
negative,need get cousin pdx shes days travel weve hire sitters til arrives thx
negative,guys suck delay get ers didnt even curtesy let know unitedairlines
positive,enjoyed heathrow lounge much almost missed flight
negative,thought guys best airlineive hold hour
neutral,long ago trip taken place still get credit didnt apply trueblue booked
negative,express disappointment reservation department treatment sailor dealing death family
negative,point flights past week last one really sucks shit
negative,cancelled flightled wife daughters flt whats going follow dm details
positive,booked trip cancun❤️ baggage feesbut need flight time options
negative,didnt miss flight american airlines gave ticket well passengers tickets away fault
negative,large group majority bags soaked
negative,second time flying houston mins waiting luggage baggage typical still waiting
negative,yeah sorry theres always problem united international reputation problems
negative,im desperately trying understand girlfriend treated cancelled flightleddelayed flight unacceptable ord
negative,setting lawsuit way sit plane hour half
negative,people getting pretty tired action solving problem plus missing day vacation skiing
negative,may need minute layover min delay first flight
negative,assured pleasant woman gate albany ny lifes perfect id heard enough
negative,holding passengers hostage computer crash customer friendly let us plane get us moving
positive,man cant wait book ticket thanks jp youre life sabe
positive,moved delta direct thank accommodations
negative,july zero excuses outofdate system causes problems like
neutral,realized advantage number wasnt used flight get ff miles
negative,expect cancelled flight flights tomorrow morning given storm
negative,link email offers sent year buytransfer milesthe last expired
negative,loosing lot business using barclays cant believe cant apply card live iowa
positive,thanks great customer service family made back sat safely weather dfw made things little worrisome
neutral,help get iah sfo earlier tonight
negative,ridic cant transfer credit amp youre taking cancelled flightling atleast let keep credit damn
negative,service awful boston pay extra dollars supposed dissatisfied mad
negative,woo update flight possibly delayed power positive thinking people
negative,flight cancelled flighted rebooked agent made mistake booked wrong date trying get via phone hours
positive,hi looks like connection delayed ill make thanks
negative,tweet call youre like bad boyfriend
negative,blamed weather lol wind cloud sky delayed ways ru kidding charge delays
positive,reported still istanbul moment apparently plane haha hats pilot
negative,tonight told delayed due late flight crew idea crew coming staff unhelpful ideas
negative,well someone tell employees denver baggage claim still bag
negative,thats real dedication amp concern apologies dont fix issue miserable issues ive past mos
negative,come baggage updates
negative,guys losing luggage suppose flight highly disappointed meds clothes
neutral,status flight mco lga tomorrow
negative,flights cancelled flightled one week customer service
neutral,group line gets longer every week almost one left groups anymore time make explorer card group
negative,arrived eastern deplane crjs airstairs icy tarmac valet bags sent carousel
neutral,legal last name technically name change used wrong name
negative,worst company ever please fly repeat please fly credit youre delayed
negative,another squashed flight share seat another passenger idea quality travel
neutral,inflight entertainment tonight willie nelson impersonator sang passengers peanutsandtoons
positive,thank
neutral,good luck getting cool
negative,literally stopped allowing people wait line customer service incredible worst customer service
negative,stuck ramp dca us air computer system crashedeverywhere
negative,option use twitter people working clue tell go
negative,rebooked one late flight
negative,wont wedding irreplaceable milestone theres reflight booking problems repaid
positive,appreciate reply hopefully lax agents get memo cheers
neutral,help chairman flight phx connect sjc miss connection reroute please
negative,take meds make severely dehydrated sigh
negative,first sister zero food cross country flight type warning voucher
negative,horrible experience flying montego bay philadelphia golf bag constant selling inflight
neutral,would love someone could get back austin tonight wish wait til tomorrow morning
negative,backpack need see agent
negative,bag lost cant get ahold anyone help
negative,planes waiting gate two hours passengers onboard cramped seats yuck
negative,flight mco delayed amp scheduled arrive connection departs options
negative,thanks im booked spent extra hrs ten explanation flying middle seat char instead memphis
neutral,understandable try flight booking problems several times passengers amp got messages mentioned agents price
neutral,whats best way get tickets print home go check desk
neutral,dm ed request num
negative,really gonna hear mouth bag situation
negative,hey tried calling customer service told theres hour wait past hours thanks suck
negative,maintenance issues undetermined amount time mechanics even arrive
neutral,please give travel agent support phone number cant find website thanks
negative,three weeks since specifically told would get call back folks az keep patient
neutral,horriblewent online cancelled flight flightno cs ampwait time minsampput hungupnohelp
negative,good care customers anything happen take getting back nyc screw
negative,cough awkward
negative,checked last night airport supervisor boarding pass boarding today seat changed happen
negative,flight rebooked cancelled flighted woohoo going make
negative,literally worst flying experience life flown lot
positive,sounds good
negative,cancelled flighted
positive,love traveling jetblue cant wait go paris oui oui nyc awesomeee
negative,need help cancelled flighting flight back calls times ridiculous
negative,missed goal inept male stewardess landed already havent taken yet
neutral,airline trouble amp getting satisfactory customer service contact negotiate resolutions
negative,miss one probably aspen events fail
negative,disappointment making arrangements amp sleeping toddler zero assistance usair maddening
neutral,flight jfk buf
